"PS potential (Σ classifier distance P)","count","% of set, input file","% of set, human proteome","human proteome accepted","input file accepted (recall)"
"340","618","6.029268292682927","1.7700656572423958","0.017700656572423958","0.060292682926829266"
"341","615","6","1.7620259949082138","0.01762025994908214","0.06"
"342","611","5.9609756097560975","1.74594667023985","0.0174594667023985","0.05960975609756097"
"343","608","5.931707317073171","1.7352271204609404","0.017352271204609405","0.059317073170731704"
"344","606","5.912195121951219","1.729867345571486","0.01729867345571486","0.05912195121951219"
"345","606","5.912195121951219","1.7151279646254858","0.017151279646254857","0.05912195121951219"
"346","606","5.912195121951219","1.7111081334583949","0.017111081334583948","0.05912195121951219"
"347","603","5.882926829268293","1.6977086962347583","0.016977086962347582","0.058829268292682924"
"348","600","5.853658536585367","1.6936888650676674","0.016936888650676673","0.05853658536585366"
"349","597","5.82439024390244","1.6843092590111213","0.016843092590111214","0.05824390243902439"
"350","595","5.8048780487804885","1.6749296529545759","0.016749296529545758","0.05804878048780488"
"351","590","5.75609756097561","1.670909821787485","0.01670909821787485","0.0575609756097561"
"352","586","5.717073170731708","1.6642101031756666","0.016642101031756666","0.057170731707317075"
"353","583","5.687804878048781","1.6561704408414848","0.016561704408414847","0.05687804878048781"
"354","582","5.6780487804878055","1.6441109473402118","0.01644110947340212","0.05678048780487805"
"355","579","5.648780487804879","1.6400911161731209","0.01640091116173121","0.05648780487804878"
"356","578","5.639024390243903","1.6333913975613024","0.016333913975613023","0.056390243902439026"
"357","573","5.590243902439025","1.6293715663942114","0.016293715663942113","0.055902439024390245"
"358","573","5.590243902439025","1.6253517352271203","0.016253517352271204","0.055902439024390245"
"359","572","5.580487804878049","1.6092724105587566","0.016092724105587566","0.05580487804878049"
"360","568","5.541463414634147","1.59587297333512","0.0159587297333512","0.055414634146341464"
"361","566","5.521951219512196","1.5931930858903927","0.015931930858903928","0.05521951219512195"
"362","560","5.463414634146342","1.5878333110009377","0.015878333110009378","0.054634146341463415"
"363","556","5.424390243902439","1.5838134798338468","0.01583813479833847","0.05424390243902439"
"364","554","5.404878048780488","1.5744338737773014","0.015744338737773013","0.05404878048780488"
"365","552","5.385365853658537","1.567734155165483","0.01567734155165483","0.053853658536585365"
"366","544","5.307317073170732","1.5610344365536648","0.015610344365536648","0.053073170731707316"
"367","540","5.2682926829268295","1.5543347179418465","0.015543347179418465","0.05268292682926829"
"368","538","5.248780487804878","1.543615168162937","0.015436151681629371","0.05248780487804878"
"369","535","5.219512195121951","1.5302157309393005","0.015302157309393006","0.05219512195121951"
"370","533","5.2","1.5235160123274822","0.015235160123274822","0.052"
"371","532","5.190243902439025","1.5194961811603913","0.015194961811603912","0.05190243902439024"
"372","531","5.180487804878049","1.512796462548573","0.01512796462548573","0.051804878048780485"
"373","531","5.180487804878049","1.5034168564920272","0.015034168564920273","0.051804878048780485"
"374","530","5.170731707317073","1.4980570816025727","0.014980570816025727","0.05170731707317073"
"375","529","5.160975609756098","1.4873375318236635","0.014873375318236634","0.05160975609756097"
"376","526","5.131707317073171","1.4739380946000267","0.014739380946000268","0.051317073170731704"
"377","524","5.11219512195122","1.4685783197105722","0.014685783197105721","0.05112195121951219"
"378","523","5.102439024390244","1.4591987136540265","0.014591987136540266","0.051024390243902436"
"379","520","5.073170731707317","1.4538389387645718","0.014538389387645718","0.050731707317073174"
"380","519","5.0634146341463415","1.4444593327080262","0.014444593327080263","0.05063414634146342"
"381","517","5.04390243902439","1.437759614096208","0.01437759614096208","0.050439024390243906"
"382","512","4.995121951219512","1.425700120594935","0.01425700120594935","0.049951219512195125"
"383","507","4.946341463414634","1.4203403457054804","0.014203403457054804","0.049463414634146344"
"384","507","4.946341463414634","1.4123006833712985","0.014123006833712985","0.049463414634146344"
"385","505","4.926829268292683","1.40560096475948","0.0140560096475948","0.04926829268292683"
"386","499","4.868292682926829","1.3962213587029344","0.013962213587029345","0.048682926829268294"
"387","497","4.848780487804878","1.3922015275358435","0.013922015275358435","0.04848780487804878"
"388","496","4.839024390243902","1.3841618652016616","0.013841618652016616","0.048390243902439026"
"389","494","4.819512195121951","1.3747822591451158","0.013747822591451159","0.04819512195121951"
"390","493","4.809756097560975","1.366742596810934","0.01366742596810934","0.04809756097560976"
"391","491","4.790243902439024","1.358702934476752","0.01358702934476752","0.047902439024390245"
"392","489","4.770731707317073","1.3479833846978426","0.013479833846978427","0.04770731707317073"
"393","486","4.741463414634146","1.346643440975479","0.01346643440975479","0.047414634146341464"
"394","485","4.7317073170731705","1.3426236098083881","0.01342623609808388","0.04731707317073171"
"395","481","4.692682926829268","1.3386037786412972","0.013386037786412971","0.04692682926829268"
"396","478","4.663414634146341","1.3305641163071151","0.01330564116307115","0.046634146341463414"
"397","474","4.624390243902439","1.3238643976952968","0.013238643976952968","0.04624390243902439"
"398","471","4.595121951219512","1.322524453972933","0.013225244539729331","0.04595121951219512"
"399","466","4.546341463414634","1.319844566528206","0.013198445665282058","0.04546341463414634"
"400","465","4.536585365853658","1.3158247353611148","0.013158247353611149","0.045365853658536584"
"401","461","4.497560975609756","1.3144847916387512","0.013144847916387512","0.04497560975609756"
"402","459","4.478048780487804","1.3104649604716603","0.013104649604716603","0.04478048780487805"
"403","458","4.468292682926829","1.3091250167492967","0.013091250167492966","0.04468292682926829"
"404","455","4.439024390243902","1.3091250167492967","0.013091250167492966","0.04439024390243902"
"405","452","4.409756097560975","1.3064451293045691","0.013064451293045691","0.044097560975609754"
"406","450","4.390243902439024","1.3037652418598418","0.013037652418598418","0.04390243902439024"
"407","443","4.3219512195121945","1.3010853544151146","0.013010853544151145","0.04321951219512195"
"408","439","4.282926829268293","1.2970655232480235","0.012970655232480236","0.04282926829268293"
"409","433","4.224390243902439","1.2890258609138416","0.012890258609138417","0.04224390243902439"
"410","430","4.195121951219512","1.2863459734691143","0.012863459734691144","0.041951219512195125"
"411","428","4.175609756097561","1.2729465362454777","0.012729465362454777","0.04175609756097561"
"412","422","4.117073170731707","1.2689267050783868","0.012689267050783867","0.041170731707317075"
"413","419","4.087804878048781","1.2649068739112959","0.012649068739112958","0.040878048780487806"
"414","416","4.058536585365854","1.260887042744205","0.012608870427442048","0.04058536585365854"
"415","411","4.009756097560976","1.25552726785475","0.0125552726785475","0.04009756097560976"
"416","411","4.009756097560976","1.2448077180758408","0.012448077180758408","0.04009756097560976"
"417","409","3.9902439024390244","1.2421278306311134","0.012421278306311135","0.039902439024390245"
"418","408","3.9804878048780488","1.2381079994640225","0.012381079994640226","0.03980487804878049"
"419","405","3.951219512195122","1.2260485059627495","0.012260485059627495","0.03951219512195122"
"420","403","3.9317073170731707","1.208629237572022","0.012086292375720219","0.03931707317073171"
"421","401","3.9121951219512194","1.2046094064049309","0.01204609406404931","0.039121951219512195"
"422","400","3.902439024390244","1.1898700254589307","0.011898700254589308","0.03902439024390244"
"423","399","3.892682926829268","1.184510250569476","0.01184510250569476","0.03892682926829268"
"424","397","3.873170731707317","1.1751306445129304","0.011751306445129305","0.03873170731707317"
"425","393","3.8341463414634145","1.1737907007905668","0.011737907007905668","0.038341463414634146"
"426","388","3.7853658536585364","1.1724507570682032","0.011724507570682031","0.037853658536585365"
"427","383","3.7365853658536583","1.168430925901112","0.011684309259011122","0.037365853658536584"
"428","380","3.7073170731707314","1.1644110947340212","0.011644110947340212","0.037073170731707315"
"429","379","3.697560975609756","1.16039126356693","0.011603912635669301","0.03697560975609756"
"430","374","3.6487804878048777","1.1483317700656572","0.011483317700656573","0.03648780487804878"
"431","371","3.619512195121951","1.1389521640091116","0.011389521640091117","0.03619512195121951"
"432","370","3.6097560975609753","1.1362722765643842","0.011362722765643842","0.03609756097560975"
"433","367","3.5804878048780484","1.1335923891196569","0.01133592389119657","0.035804878048780485"
"434","364","3.5512195121951216","1.1309125016749295","0.011309125016749296","0.035512195121951216"
"435","358","3.4926829268292687","1.125552726785475","0.01125552726785475","0.034926829268292686"
"436","356","3.4731707317073175","1.121532895618384","0.01121532895618384","0.034731707317073174"
"437","353","3.4439024390243906","1.1175130644512932","0.011175130644512931","0.034439024390243905"
"438","350","3.414634146341464","1.1134932332842022","0.011134932332842021","0.03414634146341464"
"439","347","3.385365853658537","1.1108133458394747","0.011108133458394747","0.03385365853658537"
"440","345","3.3658536585365857","1.1027736835052928","0.011027736835052928","0.033658536585365856"
"441","342","3.336585365853659","1.097413908615838","0.010974139086158382","0.03336585365853659"
"442","341","3.326829268292683","1.0933940774487472","0.010933940774487472","0.03326829268292683"
"443","338","3.2975609756097564","1.0920541337263836","0.010920541337263836","0.03297560975609756"
"444","336","3.278048780487805","1.0866943588369287","0.010866943588369288","0.03278048780487805"
"445","334","3.258536585365854","1.0746348653356559","0.01074634865335656","0.03258536585365854"
"446","333","3.2487804878048783","1.0692750904462014","0.010692750904462013","0.03248780487804878"
"447","333","3.2487804878048783","1.0679351467238376","0.010679351467238377","0.03248780487804878"
"448","331","3.229268292682927","1.0612354281120193","0.010612354281120192","0.03229268292682927"
"449","323","3.151219512195122","1.0558756532225646","0.010558756532225646","0.03151219512195122"
"450","318","3.102439024390244","1.0531957657778372","0.010531957657778373","0.03102439024390244"
"451","317","3.0926829268292684","1.0518558220554737","0.010518558220554737","0.030926829268292683"
"452","316","3.0829268292682928","1.0478359908883828","0.010478359908883827","0.030829268292682926"
"453","314","3.0634146341463415","1.0438161597212918","0.010438161597212918","0.030634146341463414"
"454","313","3.053658536585366","1.0411362722765645","0.010411362722765645","0.030536585365853658"
"455","312","3.0439024390243903","1.0357764973871098","0.010357764973871097","0.0304390243902439"
"456","308","3.004878048780488","1.0330966099423824","0.010330966099423824","0.030048780487804877"
"457","306","2.9853658536585366","1.0317566662200188","0.010317566662200187","0.029853658536585365"
"458","304","2.9658536585365853","1.026396891330564","0.010263968913305641","0.029658536585365852"
"459","304","2.9658536585365853","1.0210371164411096","0.010210371164411095","0.029658536585365852"
"460","304","2.9658536585365853","1.014337397829291","0.010143373978292911","0.029658536585365852"
"461","300","2.9268292682926833","1.0076376792174728","0.010076376792174728","0.02926829268292683"
"462","300","2.9268292682926833","1.0049577917727455","0.010049577917727455","0.02926829268292683"
"463","299","2.9170731707317077","0.9969181294385636","0.009969181294385636","0.029170731707317075"
"464","296","2.887804878048781","0.9928982982714727","0.009928982982714727","0.028878048780487806"
"465","293","2.858536585365854","0.9888784671043815","0.009888784671043815","0.028585365853658538"
"466","289","2.8195121951219515","0.9835186922149269","0.00983518692214927","0.028195121951219513"
"467","283","2.760975609756098","0.9821787484925633","0.009821787484925633","0.027609756097560976"
"468","281","2.7414634146341466","0.975479029880745","0.00975479029880745","0.027414634146341463"
"469","277","2.702439024390244","0.971459198713654","0.00971459198713654","0.02702439024390244"
"470","277","2.702439024390244","0.9674393675465631","0.009674393675465631","0.02702439024390244"
"471","275","2.682926829268293","0.9660994238241993","0.009660994238241993","0.026829268292682926"
"472","275","2.682926829268293","0.9567198177676537","0.009567198177676537","0.026829268292682926"
"473","274","2.6731707317073172","0.9553798740452901","0.009553798740452901","0.02673170731707317"
"474","273","2.6634146341463416","0.9526999866005628","0.009526999866005628","0.026634146341463414"
"475","273","2.6634146341463416","0.9500200991558355","0.009500200991558355","0.026634146341463414"
"476","272","2.653658536585366","0.9473402117111082","0.009473402117111082","0.026536585365853658"
"477","272","2.653658536585366","0.9433203805440172","0.009433203805440172","0.026536585365853658"
"478","270","2.6341463414634148","0.9433203805440172","0.009433203805440172","0.026341463414634145"
"479","267","2.604878048780488","0.9419804368216536","0.009419804368216536","0.026048780487804877"
"480","267","2.604878048780488","0.9366206619321988","0.009366206619321988","0.026048780487804877"
"481","267","2.604878048780488","0.9339407744874715","0.009339407744874715","0.026048780487804877"
"482","264","2.575609756097561","0.9326008307651078","0.009326008307651078","0.02575609756097561"
"483","262","2.55609756097561","0.9326008307651078","0.009326008307651078","0.025560975609756096"
"484","261","2.546341463414634","0.9299209433203806","0.009299209433203805","0.02546341463414634"
"485","260","2.5365853658536586","0.920541337263835","0.00920541337263835","0.025365853658536587"
"486","259","2.526829268292683","0.9192013935414713","0.009192013935414713","0.02526829268292683"
"487","258","2.5170731707317073","0.9178614498191077","0.009178614498191077","0.025170731707317075"
"488","255","2.4878048780487805","0.9138416186520165","0.009138416186520166","0.024878048780487806"
"489","254","2.478048780487805","0.9031220688731073","0.009031220688731073","0.02478048780487805"
"490","251","2.448780487804878","0.9004421814283801","0.0090044218142838","0.02448780487804878"
"491","247","2.4097560975609755","0.8964223502612891","0.008964223502612891","0.024097560975609757"
"492","246","2.4","0.8950824065389255","0.008950824065389254","0.024"
"493","245","2.3902439024390243","0.8937424628165618","0.008937424628165618","0.023902439024390244"
"494","243","2.370731707317073","0.892402519094198","0.00892402519094198","0.023707317073170732"
"495","243","2.370731707317073","0.8897226316494706","0.008897226316494707","0.023707317073170732"
"496","237","2.3121951219512193","0.884362856760016","0.00884362856760016","0.023121951219512195"
"497","235","2.292682926829268","0.8803430255929251","0.008803430255929251","0.022926829268292682"
"498","235","2.292682926829268","0.8790030818705614","0.008790030818705614","0.022926829268292682"
"499","234","2.2829268292682925","0.8749832507034705","0.008749832507034705","0.022829268292682926"
"500","233","2.273170731707317","0.8709634195363796","0.008709634195363795","0.02273170731707317"
"501","231","2.2536585365853656","0.8642637009245611","0.008642637009245611","0.022536585365853658"
"502","227","2.214634146341463","0.8589039260351065","0.008589039260351065","0.022146341463414633"
"503","224","2.1853658536585363","0.8575639823127429","0.008575639823127429","0.021853658536585364"
"504","223","2.1756097560975607","0.8548840948680155","0.008548840948680156","0.021756097560975608"
"505","220","2.1463414634146343","0.8535441511456519","0.008535441511456519","0.021463414634146343"
"506","219","2.1365853658536587","0.8522042074232883","0.008522042074232882","0.021365853658536587"
"507","218","2.126829268292683","0.8508642637009246","0.008508642637009246","0.02126829268292683"
"508","217","2.1170731707317074","0.8508642637009246","0.008508642637009246","0.021170731707317075"
"509","215","2.097560975609756","0.8468444325338337","0.008468444325338336","0.020975609756097562"
"510","214","2.0878048780487806","0.8428246013667425","0.008428246013667425","0.020878048780487806"
"511","214","2.0878048780487806","0.8388047701996516","0.008388047701996516","0.020878048780487806"
"512","214","2.0878048780487806","0.8388047701996516","0.008388047701996516","0.020878048780487806"
"513","212","2.0682926829268293","0.833444995310197","0.00833444995310197","0.020682926829268294"
"514","211","2.0585365853658537","0.8321050515878333","0.008321050515878333","0.020585365853658538"
"515","211","2.0585365853658537","0.829425164143106","0.00829425164143106","0.020585365853658538"
"516","210","2.048780487804878","0.825405332976015","0.00825405332976015","0.02048780487804878"
"517","209","2.0390243902439025","0.825405332976015","0.00825405332976015","0.020390243902439025"
"518","208","2.029268292682927","0.8240653892536514","0.008240653892536514","0.02029268292682927"
"519","206","2.0097560975609756","0.8240653892536514","0.008240653892536514","0.020097560975609757"
"520","206","2.0097560975609756","0.8213855018089241","0.008213855018089241","0.020097560975609757"
"521","206","2.0097560975609756","0.8200455580865604","0.008200455580865604","0.020097560975609757"
"522","205","2","0.8160257269194693","0.008160257269194693","0.02"
"523","203","1.9804878048780488","0.813345839474742","0.00813345839474742","0.019804878048780488"
"524","203","1.9804878048780488","0.813345839474742","0.00813345839474742","0.019804878048780488"
"525","203","1.9804878048780488","0.8106659520300147","0.008106659520300147","0.019804878048780488"
"526","203","1.9804878048780488","0.8053061771405601","0.008053061771405601","0.019804878048780488"
"527","201","1.9609756097560975","0.8026262896958328","0.008026262896958328","0.019609756097560976"
"528","201","1.9609756097560975","0.8012863459734691","0.008012863459734692","0.019609756097560976"
"529","200","1.951219512195122","0.7999464022511055","0.007999464022511055","0.01951219512195122"
"530","200","1.951219512195122","0.7972665148063782","0.007972665148063782","0.01951219512195122"
"531","199","1.9414634146341463","0.7945866273616508","0.007945866273616507","0.019414634146341463"
"532","198","1.9317073170731707","0.7945866273616508","0.007945866273616507","0.019317073170731707"
"533","198","1.9317073170731707","0.7919067399169234","0.007919067399169234","0.019317073170731707"
"534","198","1.9317073170731707","0.7892268524721961","0.007892268524721961","0.019317073170731707"
"535","198","1.9317073170731707","0.7892268524721961","0.007892268524721961","0.019317073170731707"
"536","195","1.9024390243902438","0.7892268524721961","0.007892268524721961","0.01902439024390244"
"537","195","1.9024390243902438","0.7865469650274688","0.007865469650274688","0.01902439024390244"
"538","195","1.9024390243902438","0.7838670775827415","0.007838670775827415","0.01902439024390244"
"539","193","1.8829268292682926","0.7811871901380142","0.007811871901380142","0.018829268292682926"
"540","191","1.8634146341463413","0.7798472464156505","0.007798472464156506","0.018634146341463414"
"541","190","1.8536585365853657","0.7771673589709233","0.007771673589709233","0.018536585365853658"
"542","190","1.8536585365853657","0.7731475278038322","0.007731475278038322","0.018536585365853658"
"543","189","1.84390243902439","0.7664478091920139","0.00766447809192014","0.0184390243902439"
"544","189","1.84390243902439","0.7597480905801957","0.007597480905801956","0.0184390243902439"
"545","189","1.84390243902439","0.758408146857832","0.00758408146857832","0.0184390243902439"
"546","188","1.8341463414634145","0.758408146857832","0.00758408146857832","0.018341463414634145"
"547","188","1.8341463414634145","0.7570682031354683","0.007570682031354683","0.018341463414634145"
"548","187","1.8243902439024389","0.754388315690741","0.00754388315690741","0.01824390243902439"
"549","184","1.795121951219512","0.746348653356559","0.00746348653356559","0.01795121951219512"
"550","182","1.7756097560975608","0.7450087096341954","0.007450087096341954","0.017756097560975608"
"551","180","1.75609756097561","0.7409888784671044","0.007409888784671044","0.0175609756097561"
"552","178","1.7365853658536587","0.7369690473000133","0.007369690473000134","0.017365853658536587"
"553","176","1.7170731707317075","0.7342891598552861","0.007342891598552861","0.017170731707317075"
"554","173","1.6878048780487807","0.7329492161329224","0.007329492161329224","0.016878048780487806"
"555","172","1.678048780487805","0.7275894412434677","0.007275894412434677","0.01678048780487805"
"556","172","1.678048780487805","0.7262494975211041","0.007262494975211041","0.01678048780487805"
"557","172","1.678048780487805","0.7262494975211041","0.007262494975211041","0.01678048780487805"
"558","172","1.678048780487805","0.7235696100763768","0.007235696100763768","0.01678048780487805"
"559","170","1.6585365853658538","0.7182098351869222","0.007182098351869222","0.016585365853658537"
"560","170","1.6585365853658538","0.7168698914645585","0.007168698914645585","0.016585365853658537"
"561","170","1.6585365853658538","0.7128500602974674","0.007128500602974675","0.016585365853658537"
"562","170","1.6585365853658538","0.7101701728527402","0.007101701728527402","0.016585365853658537"
"563","170","1.6585365853658538","0.7061503416856493","0.007061503416856492","0.016585365853658537"
"564","170","1.6585365853658538","0.7061503416856493","0.007061503416856492","0.016585365853658537"
"565","169","1.6487804878048782","0.7021305105185582","0.007021305105185582","0.01648780487804878"
"566","168","1.6390243902439026","0.6967707356291036","0.006967707356291036","0.016390243902439025"
"567","167","1.629268292682927","0.6967707356291036","0.006967707356291036","0.01629268292682927"
"568","166","1.6195121951219513","0.69543079190674","0.006954307919067399","0.016195121951219513"
"569","164","1.6","0.6887310732949216","0.006887310732949216","0.016"
"570","164","1.6","0.6820313546831034","0.006820313546831033","0.016"
"571","158","1.5414634146341464","0.6766715797936487","0.006766715797936486","0.015414634146341463"
"572","158","1.5414634146341464","0.6766715797936487","0.006766715797936486","0.015414634146341463"
"573","156","1.5219512195121951","0.6699718611818304","0.006699718611818304","0.01521951219512195"
"574","156","1.5219512195121951","0.667291973737103","0.006672919737371031","0.01521951219512195"
"575","156","1.5219512195121951","0.667291973737103","0.006672919737371031","0.01521951219512195"
"576","156","1.5219512195121951","0.6619321988476484","0.006619321988476484","0.01521951219512195"
"577","156","1.5219512195121951","0.6619321988476484","0.006619321988476484","0.01521951219512195"
"578","153","1.4926829268292683","0.6552324802358301","0.006552324802358301","0.014926829268292682"
"579","152","1.4829268292682927","0.6552324802358301","0.006552324802358301","0.014829268292682926"
"580","152","1.4829268292682927","0.6538925365134663","0.006538925365134664","0.014829268292682926"
"581","151","1.473170731707317","0.6525525927911028","0.006525525927911027","0.01473170731707317"
"582","150","1.4634146341463417","0.6498727053463754","0.006498727053463754","0.014634146341463415"
"583","150","1.4634146341463417","0.6498727053463754","0.006498727053463754","0.014634146341463415"
"584","150","1.4634146341463417","0.6485327616240117","0.006485327616240118","0.014634146341463415"
"585","148","1.4439024390243904","0.6471928179016482","0.006471928179016481","0.014439024390243903"
"586","148","1.4439024390243904","0.6458528741792845","0.006458528741792845","0.014439024390243903"
"587","146","1.4243902439024392","0.6404930992898298","0.006404930992898298","0.01424390243902439"
"588","144","1.404878048780488","0.6378132118451025","0.006378132118451025","0.014048780487804878"
"589","144","1.404878048780488","0.6364732681227389","0.006364732681227388","0.014048780487804878"
"590","142","1.3853658536585367","0.6324534369556479","0.006324534369556479","0.013853658536585366"
"591","141","1.375609756097561","0.6311134932332843","0.006311134932332842","0.01375609756097561"
"592","140","1.3658536585365855","0.6311134932332843","0.006311134932332842","0.013658536585365854"
"593","140","1.3658536585365855","0.6284336057885569","0.0062843360578855685","0.013658536585365854"
"594","139","1.3560975609756099","0.6270936620661932","0.006270936620661932","0.013560975609756097"
"595","137","1.3365853658536586","0.6230738308991023","0.006230738308991022","0.013365853658536585"
"596","137","1.3365853658536586","0.6217338871767386","0.006217338871767386","0.013365853658536585"
"597","134","1.3073170731707318","0.6190539997320113","0.006190539997320113","0.013073170731707317"
"598","131","1.278048780487805","0.612354281120193","0.0061235428112019295","0.012780487804878048"
"599","131","1.278048780487805","0.612354281120193","0.0061235428112019295","0.012780487804878048"
"600","131","1.278048780487805","0.6096743936754656","0.0060967439367546564","0.012780487804878048"
"601","130","1.2682926829268293","0.6056545625083747","0.006056545625083747","0.012682926829268294"
"602","128","1.248780487804878","0.6056545625083747","0.006056545625083747","0.012487804878048781"
"603","128","1.248780487804878","0.604314618786011","0.0060431461878601095","0.012487804878048781"
"604","128","1.248780487804878","0.5976149001741927","0.005976149001741927","0.012487804878048781"
"605","128","1.248780487804878","0.5935950690071018","0.005935950690071017","0.012487804878048781"
"606","128","1.248780487804878","0.5935950690071018","0.005935950690071017","0.012487804878048781"
"607","127","1.2390243902439024","0.592255125284738","0.00592255125284738","0.012390243902439025"
"608","127","1.2390243902439024","0.5909151815623743","0.0059091518156237435","0.012390243902439025"
"609","126","1.2292682926829268","0.5882352941176471","0.0058823529411764705","0.012292682926829269"
"610","126","1.2292682926829268","0.5882352941176471","0.0058823529411764705","0.012292682926829269"
"611","126","1.2292682926829268","0.584215462950556","0.005842154629505561","0.012292682926829269"
"612","124","1.2097560975609756","0.580195631783465","0.0058019563178346506","0.012097560975609756"
"613","124","1.2097560975609756","0.5788556880611014","0.005788556880611014","0.012097560975609756"
"614","124","1.2097560975609756","0.5775157443387378","0.0057751574433873775","0.012097560975609756"
"615","122","1.1902439024390243","0.5721559694492832","0.0057215596944928315","0.011902439024390244"
"616","120","1.170731707317073","0.5708160257269195","0.005708160257269195","0.011707317073170732"
"617","119","1.1609756097560975","0.5681361382821921","0.005681361382821921","0.011609756097560976"
"618","119","1.1609756097560975","0.5681361382821921","0.005681361382821921","0.011609756097560976"
"619","119","1.1609756097560975","0.5654562508374648","0.005654562508374648","0.011609756097560976"
"620","117","1.1414634146341462","0.5641163071151012","0.0056411630711510116","0.011414634146341463"
"621","117","1.1414634146341462","0.5600964759480102","0.005600964759480102","0.011414634146341463"
"622","117","1.1414634146341462","0.5600964759480102","0.005600964759480102","0.011414634146341463"
"623","117","1.1414634146341462","0.5600964759480102","0.005600964759480102","0.011414634146341463"
"624","115","1.121951219512195","0.5587565322256466","0.0055875653222564655","0.01121951219512195"
"625","113","1.1024390243902438","0.5547367010585555","0.005547367010585555","0.011024390243902438"
"626","113","1.1024390243902438","0.5520568136138282","0.005520568136138282","0.011024390243902438"
"627","113","1.1024390243902438","0.5520568136138282","0.005520568136138282","0.011024390243902438"
"628","113","1.1024390243902438","0.5520568136138282","0.005520568136138282","0.011024390243902438"
"629","111","1.0829268292682925","0.5466970387243736","0.005466970387243736","0.010829268292682926"
"630","110","1.0731707317073171","0.5466970387243736","0.005466970387243736","0.010731707317073172"
"631","109","1.0634146341463415","0.5399973201125553","0.005399973201125553","0.010634146341463415"
"632","109","1.0634146341463415","0.5386573763901916","0.005386573763901916","0.010634146341463415"
"633","108","1.053658536585366","0.5386573763901916","0.005386573763901916","0.01053658536585366"
"634","108","1.053658536585366","0.5386573763901916","0.005386573763901916","0.01053658536585366"
"635","108","1.053658536585366","0.5386573763901916","0.005386573763901916","0.01053658536585366"
"636","108","1.053658536585366","0.5346375452231007","0.0053463754522310065","0.01053658536585366"
"637","106","1.0341463414634147","0.533297601500737","0.00533297601500737","0.010341463414634147"
"638","106","1.0341463414634147","0.5319576577783732","0.005319576577783733","0.010341463414634147"
"639","105","1.024390243902439","0.5306177140560097","0.005306177140560096","0.01024390243902439"
"640","105","1.024390243902439","0.5306177140560097","0.005306177140560096","0.01024390243902439"
"641","105","1.024390243902439","0.529277770333646","0.00529277770333646","0.01024390243902439"
"642","103","1.0048780487804878","0.529277770333646","0.00529277770333646","0.010048780487804878"
"643","103","1.0048780487804878","0.5265978828889186","0.005265978828889187","0.010048780487804878"
"644","103","1.0048780487804878","0.525257939166555","0.00525257939166555","0.010048780487804878"
"645","103","1.0048780487804878","0.5239179954441914","0.005239179954441914","0.010048780487804878"
"646","103","1.0048780487804878","0.5225780517218277","0.005225780517218277","0.010048780487804878"
"647","102","0.9951219512195122","0.5198981642771004","0.005198981642771004","0.009951219512195122"
"648","101","0.9853658536585366","0.5185582205547367","0.005185582205547367","0.009853658536585366"
"649","100","0.975609756097561","0.517218276832373","0.00517218276832373","0.00975609756097561"
"650","100","0.975609756097561","0.517218276832373","0.00517218276832373","0.00975609756097561"
"651","100","0.975609756097561","0.5158783331100094","0.005158783331100094","0.00975609756097561"
"652","100","0.975609756097561","0.5158783331100094","0.005158783331100094","0.00975609756097561"
"653","100","0.975609756097561","0.5158783331100094","0.005158783331100094","0.00975609756097561"
"654","99","0.9658536585365853","0.5158783331100094","0.005158783331100094","0.009658536585365854"
"655","99","0.9658536585365853","0.5145383893876457","0.005145383893876457","0.009658536585365854"
"656","99","0.9658536585365853","0.5145383893876457","0.005145383893876457","0.009658536585365854"
"657","98","0.9560975609756097","0.5091786144981911","0.005091786144981911","0.009560975609756097"
"658","98","0.9560975609756097","0.5091786144981911","0.005091786144981911","0.009560975609756097"
"659","97","0.9463414634146341","0.5078386707758274","0.005078386707758275","0.009463414634146341"
"660","96","0.9365853658536585","0.5078386707758274","0.005078386707758275","0.009365853658536585"
"661","96","0.9365853658536585","0.5064987270534638","0.005064987270534637","0.009365853658536585"
"662","96","0.9365853658536585","0.5051587833311001","0.005051587833311001","0.009365853658536585"
"663","94","0.9170731707317072","0.5051587833311001","0.005051587833311001","0.009170731707317073"
"664","94","0.9170731707317072","0.5024788958863727","0.005024788958863728","0.009170731707317073"
"665","93","0.9073170731707316","0.5024788958863727","0.005024788958863728","0.009073170731707316"
"666","93","0.9073170731707316","0.4997990084416455","0.004997990084416455","0.009073170731707316"
"667","92","0.897560975609756","0.4997990084416455","0.004997990084416455","0.00897560975609756"
"668","91","0.8878048780487804","0.49443923355219077","0.004944392335521908","0.008878048780487804"
"669","91","0.8878048780487804","0.49443923355219077","0.004944392335521908","0.008878048780487804"
"670","90","0.878048780487805","0.49443923355219077","0.004944392335521908","0.00878048780487805"
"671","90","0.878048780487805","0.49041940238509985","0.004904194023850998","0.00878048780487805"
"672","90","0.878048780487805","0.4877395149403725","0.004877395149403725","0.00878048780487805"
"673","89","0.8682926829268294","0.4877395149403725","0.004877395149403725","0.008682926829268293"
"674","88","0.8585365853658538","0.4877395149403725","0.004877395149403725","0.008585365853658537"
"675","88","0.8585365853658538","0.48639957121800886","0.004863995712180089","0.008585365853658537"
"676","88","0.8585365853658538","0.48639957121800886","0.004863995712180089","0.008585365853658537"
"677","87","0.8487804878048781","0.4823797400509178","0.004823797400509178","0.008487804878048781"
