"length of longest PS IDR","count","% of set, input file","% of set, human proteome","human proteome accepted","input file accepted (recall)"
"173","103","1.0048780487804878","0.4689803028272812","0.004689803028272812","0.010048780487804878"
"174","100","0.975609756097561","0.4676403591049176","0.004676403591049176","0.00975609756097561"
"175","98","0.9560975609756097","0.462280584215463","0.00462280584215463","0.009560975609756097"
"176","94","0.9170731707317072","0.4609406404930993","0.004609406404930993","0.009170731707317073"
"177","92","0.897560975609756","0.45826075304837194","0.004582607530483719","0.00897560975609756"
"178","89","0.8682926829268294","0.45424092188128096","0.00454240921881281","0.008682926829268293"
"179","88","0.8585365853658538","0.45290097815891733","0.004529009781589173","0.008585365853658537"
"180","85","0.8292682926829269","0.44888114699182635","0.004488811469918264","0.008292682926829269"
"181","83","0.8097560975609757","0.44888114699182635","0.004488811469918264","0.008097560975609756"
"182","82","0.8","0.43414176604582605","0.00434141766045826","0.008"
"183","82","0.8","0.42744204743400777","0.004274420474340078","0.008"
"184","80","0.7804878048780488","0.42208227254455316","0.004220822725445532","0.007804878048780488"
"185","80","0.7804878048780488","0.4167224976550985","0.004167224976550985","0.007804878048780488"
"186","77","0.751219512195122","0.4153825539327348","0.004153825539327348","0.007512195121951219"
"187","75","0.7317073170731708","0.4153825539327348","0.004153825539327348","0.007317073170731708"
"188","72","0.702439024390244","0.4086828353209165","0.004086828353209165","0.007024390243902439"
"189","72","0.702439024390244","0.4060029478761892","0.004060029478761892","0.007024390243902439"
"190","71","0.6926829268292684","0.4006431729867346","0.004006431729867346","0.006926829268292683"
"191","71","0.6926829268292684","0.39528339809727986","0.003952833980972799","0.006926829268292683"
"192","69","0.6731707317073171","0.39528339809727986","0.003952833980972799","0.006731707317073171"
"193","69","0.6731707317073171","0.39528339809727986","0.003952833980972799","0.006731707317073171"
"194","68","0.6634146341463415","0.38858367948546163","0.0038858367948546163","0.0066341463414634145"
"195","66","0.6439024390243903","0.38724373576309795","0.0038724373576309794","0.006439024390243902"
"196","64","0.624390243902439","0.3818839608736433","0.003818839608736433","0.006243902439024391"
"197","60","0.5853658536585366","0.3805440171512796","0.0038054401715127964","0.005853658536585366"
"198","59","0.5756097560975609","0.3805440171512796","0.0038054401715127964","0.00575609756097561"
"199","59","0.5756097560975609","0.3805440171512796","0.0038054401715127964","0.00575609756097561"
"200","59","0.5756097560975609","0.3778641297065523","0.0037786412970655233","0.00575609756097561"
"201","59","0.5756097560975609","0.3765241859841887","0.003765241859841887","0.00575609756097561"
"202","57","0.5560975609756097","0.3765241859841887","0.003765241859841887","0.005560975609756097"
"203","56","0.5463414634146341","0.37384429853946133","0.0037384429853946134","0.005463414634146341"
"204","55","0.5365853658536586","0.371164411094734","0.0037116441109473403","0.005365853658536586"
"205","54","0.526829268292683","0.36446469248291574","0.0036446469248291574","0.00526829268292683"
"206","53","0.5170731707317073","0.3617848050381884","0.003617848050381884","0.005170731707317073"
"207","51","0.4975609756097561","0.35776497387109746","0.0035776497387109744","0.004975609756097561"
"208","49","0.47804878048780486","0.3564250301487337","0.0035642503014873374","0.004780487804878049"
"209","48","0.46829268292682924","0.3564250301487337","0.0035642503014873374","0.0046829268292682925"
"210","48","0.46829268292682924","0.3564250301487337","0.0035642503014873374","0.0046829268292682925"
"211","46","0.448780487804878","0.34972531153691544","0.0034972531153691544","0.00448780487804878"
"212","46","0.448780487804878","0.34972531153691544","0.0034972531153691544","0.00448780487804878"
"213","45","0.4390243902439025","0.3443655366474608","0.003443655366474608","0.004390243902439025"
"214","44","0.4292682926829269","0.3416856492027335","0.003416856492027335","0.004292682926829269"
"215","44","0.4292682926829269","0.3416856492027335","0.003416856492027335","0.004292682926829269"
"216","42","0.40975609756097564","0.3416856492027335","0.003416856492027335","0.004097560975609756"
"217","40","0.3902439024390244","0.3376658180356425","0.003376658180356425","0.003902439024390244"
"218","40","0.3902439024390244","0.3376658180356425","0.003376658180356425","0.003902439024390244"
"219","40","0.3902439024390244","0.3376658180356425","0.003376658180356425","0.003902439024390244"
"220","40","0.3902439024390244","0.3363258743132788","0.0033632587431327884","0.003902439024390244"
"221","39","0.3804878048780488","0.3363258743132788","0.0033632587431327884","0.0038048780487804877"
"222","38","0.37073170731707317","0.3336459868685515","0.0033364598686855154","0.0037073170731707315"
"223","38","0.37073170731707317","0.32962615570146053","0.0032962615570146054","0.0037073170731707315"
"224","38","0.37073170731707317","0.3282862119790969","0.003282862119790969","0.0037073170731707315"
"225","37","0.3609756097560976","0.3269462682567332","0.003269462682567332","0.0036097560975609758"
"226","37","0.3609756097560976","0.32292643708964225","0.0032292643708964224","0.0036097560975609758"
"227","37","0.3609756097560976","0.32292643708964225","0.0032292643708964224","0.0036097560975609758"
"228","37","0.3609756097560976","0.32158649336727857","0.003215864933672786","0.0036097560975609758"
"229","37","0.3609756097560976","0.31890660592255127","0.0031890660592255125","0.0036097560975609758"
"230","36","0.351219512195122","0.31890660592255127","0.0031890660592255125","0.0035121951219512196"
"231","35","0.34146341463414637","0.3175666622001876","0.003175666622001876","0.0034146341463414634"
"232","34","0.33170731707317075","0.3175666622001876","0.003175666622001876","0.0033170731707317072"
"233","33","0.32195121951219513","0.31622671847782396","0.0031622671847782394","0.003219512195121951"
"234","33","0.32195121951219513","0.3135468310330966","0.003135468310330966","0.003219512195121951"
"235","33","0.32195121951219513","0.31220688731073293","0.0031220688731073295","0.003219512195121951"
"236","31","0.3024390243902439","0.3108669435883693","0.003108669435883693","0.003024390243902439"
"237","30","0.2926829268292683","0.30550716869891464","0.0030550716869891465","0.002926829268292683"
"238","30","0.2926829268292683","0.304167224976551","0.00304167224976551","0.002926829268292683"
"239","29","0.28292682926829266","0.30148733753182366","0.0030148733753182365","0.0028292682926829267"
"240","28","0.27317073170731704","0.30148733753182366","0.0030148733753182365","0.0027317073170731706"
"241","28","0.27317073170731704","0.30148733753182366","0.0030148733753182365","0.0027317073170731706"
"242","28","0.27317073170731704","0.30148733753182366","0.0030148733753182365","0.0027317073170731706"
"243","27","0.2634146341463415","0.2934476751976417","0.002934476751976417","0.002634146341463415"
"244","27","0.2634146341463415","0.292107731475278","0.0029210773147527805","0.002634146341463415"
"245","27","0.2634146341463415","0.28540801286345974","0.0028540801286345975","0.002634146341463415"
"246","27","0.2634146341463415","0.28406806914109606","0.0028406806914109605","0.002634146341463415"
"247","25","0.24390243902439024","0.2827281254187324","0.002827281254187324","0.0024390243902439024"
"248","25","0.24390243902439024","0.26530885702800483","0.002653088570280048","0.0024390243902439024"
"249","25","0.24390243902439024","0.26530885702800483","0.002653088570280048","0.0024390243902439024"
"250","25","0.24390243902439024","0.26530885702800483","0.002653088570280048","0.0024390243902439024"
"251","25","0.24390243902439024","0.26530885702800483","0.002653088570280048","0.0024390243902439024"
"252","24","0.23414634146341462","0.26396891330564115","0.0026396891330564116","0.0023414634146341463"
"253","24","0.23414634146341462","0.26396891330564115","0.0026396891330564116","0.0023414634146341463"
"254","23","0.224390243902439","0.26396891330564115","0.0026396891330564116","0.00224390243902439"
"255","23","0.224390243902439","0.26128902586091385","0.0026128902586091385","0.00224390243902439"
"256","23","0.224390243902439","0.26128902586091385","0.0026128902586091385","0.00224390243902439"
"257","23","0.224390243902439","0.26128902586091385","0.0026128902586091385","0.00224390243902439"
"258","23","0.224390243902439","0.26128902586091385","0.0026128902586091385","0.00224390243902439"
"259","23","0.224390243902439","0.26128902586091385","0.0026128902586091385","0.00224390243902439"
"260","23","0.224390243902439","0.26128902586091385","0.0026128902586091385","0.00224390243902439"
"261","23","0.224390243902439","0.2599490821385502","0.002599490821385502","0.00224390243902439"
"262","23","0.224390243902439","0.2599490821385502","0.002599490821385502","0.00224390243902439"
"263","23","0.224390243902439","0.2586091384161865","0.002586091384161865","0.00224390243902439"
"264","23","0.224390243902439","0.25726919469382287","0.0025726919469382286","0.00224390243902439"
"265","23","0.224390243902439","0.2559292509714592","0.002559292509714592","0.00224390243902439"
"266","23","0.224390243902439","0.2559292509714592","0.002559292509714592","0.00224390243902439"
"267","23","0.224390243902439","0.2532493635267319","0.0025324936352673186","0.00224390243902439"
"268","23","0.224390243902439","0.2532493635267319","0.0025324936352673186","0.00224390243902439"
"269","23","0.224390243902439","0.2532493635267319","0.0025324936352673186","0.00224390243902439"
"270","23","0.224390243902439","0.2532493635267319","0.0025324936352673186","0.00224390243902439"
"271","22","0.21463414634146344","0.2532493635267319","0.0025324936352673186","0.0021463414634146343"
"272","22","0.21463414634146344","0.2532493635267319","0.0025324936352673186","0.0021463414634146343"
"273","22","0.21463414634146344","0.2532493635267319","0.0025324936352673186","0.0021463414634146343"
"274","22","0.21463414634146344","0.2492295323596409","0.002492295323596409","0.0021463414634146343"
"275","22","0.21463414634146344","0.24654964491491355","0.0024654964491491356","0.0021463414634146343"
"276","22","0.21463414634146344","0.24654964491491355","0.0024654964491491356","0.0021463414634146343"
"277","22","0.21463414634146344","0.24654964491491355","0.0024654964491491356","0.0021463414634146343"
"278","21","0.20487804878048782","0.24520970119254992","0.002452097011925499","0.002048780487804878"
"279","21","0.20487804878048782","0.24386975747018624","0.0024386975747018626","0.002048780487804878"
"280","20","0.1951219512195122","0.24386975747018624","0.0024386975747018626","0.001951219512195122"
"281","20","0.1951219512195122","0.24252981374782262","0.002425298137478226","0.001951219512195122"
"282","20","0.1951219512195122","0.24252981374782262","0.002425298137478226","0.001951219512195122"
"283","20","0.1951219512195122","0.24252981374782262","0.002425298137478226","0.001951219512195122"
"284","20","0.1951219512195122","0.24252981374782262","0.002425298137478226","0.001951219512195122"
"285","20","0.1951219512195122","0.2385099825807316","0.002385099825807316","0.001951219512195122"
"286","20","0.1951219512195122","0.2358300951360043","0.002358300951360043","0.001951219512195122"
"287","20","0.1951219512195122","0.2358300951360043","0.002358300951360043","0.001951219512195122"
"288","20","0.1951219512195122","0.23315020769127695","0.0023315020769127696","0.001951219512195122"
"289","20","0.1951219512195122","0.23315020769127695","0.0023315020769127696","0.001951219512195122"
"290","20","0.1951219512195122","0.23315020769127695","0.0023315020769127696","0.001951219512195122"
"291","20","0.1951219512195122","0.23047032024654965","0.0023047032024654966","0.001951219512195122"
"292","20","0.1951219512195122","0.22779043280182232","0.002277904328018223","0.001951219512195122"
"293","19","0.18536585365853658","0.22779043280182232","0.002277904328018223","0.0018536585365853658"
"294","19","0.18536585365853658","0.22645048907945867","0.0022645048907945866","0.0018536585365853658"
"295","19","0.18536585365853658","0.22645048907945867","0.0022645048907945866","0.0018536585365853658"
"296","19","0.18536585365853658","0.22645048907945867","0.0022645048907945866","0.0018536585365853658"
"297","19","0.18536585365853658","0.22511054535709502","0.00225110545357095","0.0018536585365853658"
"298","19","0.18536585365853658","0.22511054535709502","0.00225110545357095","0.0018536585365853658"
"299","19","0.18536585365853658","0.22511054535709502","0.00225110545357095","0.0018536585365853658"
"300","19","0.18536585365853658","0.22511054535709502","0.00225110545357095","0.0018536585365853658"
"301","19","0.18536585365853658","0.22511054535709502","0.00225110545357095","0.0018536585365853658"
"302","19","0.18536585365853658","0.22511054535709502","0.00225110545357095","0.0018536585365853658"
"303","19","0.18536585365853658","0.22511054535709502","0.00225110545357095","0.0018536585365853658"
"304","19","0.18536585365853658","0.22377060163473136","0.0022377060163473136","0.0018536585365853658"
"305","19","0.18536585365853658","0.22243065791236766","0.0022243065791236766","0.0018536585365853658"
"306","19","0.18536585365853658","0.221090714190004","0.00221090714190004","0.0018536585365853658"
"307","19","0.18536585365853658","0.221090714190004","0.00221090714190004","0.0018536585365853658"
"308","19","0.18536585365853658","0.21975077046764036","0.0021975077046764036","0.0018536585365853658"
"309","19","0.18536585365853658","0.21975077046764036","0.0021975077046764036","0.0018536585365853658"
"310","17","0.16585365853658537","0.21975077046764036","0.0021975077046764036","0.0016585365853658536"
"311","17","0.16585365853658537","0.21975077046764036","0.0021975077046764036","0.0016585365853658536"
"312","17","0.16585365853658537","0.2184108267452767","0.002184108267452767","0.0016585365853658536"
"313","17","0.16585365853658537","0.2184108267452767","0.002184108267452767","0.0016585365853658536"
"314","17","0.16585365853658537","0.21707088302291302","0.00217070883022913","0.0016585365853658536"
"315","17","0.16585365853658537","0.21573093930054937","0.0021573093930054936","0.0016585365853658536"
"316","17","0.16585365853658537","0.21573093930054937","0.0021573093930054936","0.0016585365853658536"
"317","17","0.16585365853658537","0.21573093930054937","0.0021573093930054936","0.0016585365853658536"
"318","17","0.16585365853658537","0.21439099557818572","0.002143909955781857","0.0016585365853658536"
"319","17","0.16585365853658537","0.21439099557818572","0.002143909955781857","0.0016585365853658536"
"320","17","0.16585365853658537","0.21305105185582207","0.0021305105185582206","0.0016585365853658536"
"321","17","0.16585365853658537","0.21305105185582207","0.0021305105185582206","0.0016585365853658536"
"322","17","0.16585365853658537","0.21171110813345842","0.002117111081334584","0.0016585365853658536"
"323","16","0.15609756097560976","0.2103711644110947","0.002103711644110947","0.0015609756097560976"
"324","15","0.14634146341463414","0.20903122068873106","0.0020903122068873107","0.0014634146341463415"
"325","15","0.14634146341463414","0.20903122068873106","0.0020903122068873107","0.0014634146341463415"
"326","15","0.14634146341463414","0.2076912769663674","0.002076912769663674","0.0014634146341463415"
"327","15","0.14634146341463414","0.2076912769663674","0.002076912769663674","0.0014634146341463415"
"328","15","0.14634146341463414","0.2076912769663674","0.002076912769663674","0.0014634146341463415"
"329","15","0.14634146341463414","0.2076912769663674","0.002076912769663674","0.0014634146341463415"
"330","15","0.14634146341463414","0.2076912769663674","0.002076912769663674","0.0014634146341463415"
"331","15","0.14634146341463414","0.2076912769663674","0.002076912769663674","0.0014634146341463415"
